dutyName,dutyAddr,latitude,longitude
경기도의료원안성병원,"경기도 안성시 남파로 95, 경기도의료원 안성병원 (당왕동)",37.01736702955601,127.26033944589187
경기도의료원의정부병원,경기도 의정부시 흥선로 142 (의정부동),37.74108830096243,127.04255485020957
경기도의료원이천병원,경기도 이천시 경충대로 2742 (관고동),37.282694444444445,127.43266388888888
경기도의료원파주병원,"경기도 파주시 중앙로 207, 경기도립의료원파주병원 (금촌동)",37.7548802103,126.779637936
경기도의료원포천병원,경기도 포천시 포천로 1648 (신읍동),37.903264018475866,127.1983186069986
경북대학교병원,"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원)",35.866235497221617,128.60431466100362
경상국립대학교병원,경상남도 진주시 강남로 79 (칠암동),35.176340165507916,128.09564813723503
경상남도마산의료원,경상남도 창원시 마산합포구 3·15대로 231 (중앙동3가),35.19906819846745,128.56551976148475
경상북도김천의료원,경상북도 김천시 모암길 24 (모암동),36.12249076001089,128.12649330522635
경상북도안동의료원,"경상북도 안동시 태사2길 55 (북문동, 470)",36.56826733448251,128.73213342858523
경상북도포항의료원,"경상북도 포항시 북구 용흥로 36 (용흥동, (용흥동))",36.03462413480262,129.3549930430143
경찰병원,"서울특별시 송파구 송이로 123, 국립경찰병원 (가락동)",37.496413213560785,127.12348793503201
경희대학교병원,서울특별시 동대문구 경희대로 23 (회기동),37.5938765502235,127.05183223390303
계명대학교경주동산병원,경상북도 경주시 봉황로 65 (서부동),35.84545696334947,129.20964031186756
계명대학교대구동산병원,"대구광역시 중구 달성로 56, 계명대학교대구동산병원 (동산동)",35.869459650891685,128.5829311080459
계명대학교동산병원,대구광역시 달서구 달구벌대로 1035 (신당동),35.85388728949212,128.48012966656532
고려대학교의과대학부속구로병원,"서울특별시 구로구 구로동로 148, 고려대부속구로병원 (구로동)",37.49211114525054,126.8847449363546
고려대학교의과대학부속안산병원,경기도 안산시 단원구 적금로 123 (고잔동),37.31885818300129,126.8250018362211
고신대학교복음병원,부산광역시 서구 감천로 262 (암남동),35.08029169184386,129.01572016067405
곡성사랑병원,전라남도 곡성군 곡성읍 곡성로 761,35.27628370526432,127.2879760334259
곽병원,대구광역시 중구 국채보상로 531 (수동),35.870693147975665,128.58872807724623
광명성애병원,"경기도 광명시 디지털로 36, 광명성애병원 (철산동)",37.4734614743463,126.87192258470483
광양사랑병원,전라남도 광양시 공영로 71 (중동),34.93614549410383,127.6969510970332
광주기독병원,광주광역시 남구 양림로 37 (양림동),35.136682861070376,126.91198438867642
광주병원,광주광역시 북구 면앙로139번길 51 (두암동),35.178949208210625,126.9281507303555
광주보훈병원,광주광역시 광산구 첨단월봉로 99 (산월동),35.207797211036485,126.84947860623933
광주센트럴병원,"광주광역시 광산구 수완로 6, A동1,3,5,6층/B동동 (신가동)",35.185893735732634,126.82909951503984
광주수완병원,광주광역시 광산구 임방울대로 370 (수완동),35.19303617477934,126.82420927535313
광주씨티병원,광주광역시 남구 서문대로654번길 5 (진월동),35.11776253778263,126.8995475485602
광주열린병원,광주광역시 광산구 송도로 271 (송정동),35.13768234340966,126.79889471288638
광주일곡병원,광주광역시 북구 양일로 309 (일곡동),35.20286119554041,126.89760857687219
광주한국병원,광주광역시 서구 월드컵4강로 223 (쌍촌동),35.15618108764772,126.86880878336211
광주현대병원,광주광역시 북구 설죽로 291 (용봉동),35.18565646419727,126.89798149528589
광주희망병원,광주광역시 북구 하서로 429 (용두동),35.21344678097714,126.87471568685204
구례병원,전라남도 구례군 구례읍 동편제길 4,35.215900947788214,127.46406009751603
구로성심병원,"서울특별시 구로구 경인로 427, 구로성심병원 (고척동)",37.49964578669388,126.86636039556485
구미강동병원,경상북도 구미시 인동20길 46 (진평동),36.096198858616574,128.42297791647263
구포성심병원,부산광역시 북구 낙동대로 1786 (구포동),35.20971002878793,129.0047510374652
국군수도병원,경기도 성남시 분당구 새마을로177번길 81 (율동),37.39186666666668,127.14858611111111
국립암센터,경기도 고양시 일산동구 일산로 323 (마두동),37.664170778165285,126.78327945120733
국립중앙의료원,"서울특별시 중구 을지로 245, 국립중앙의료원 (을지로6가)",37.56733955813183,127.00579539705472
국민건강보험공단일산병원,"경기도 고양시 일산동구 일산로 100 (백석동,백석1동 1241외1필지 4층)",37.64530592402248,126.792204040477
굿모닝병원,울산광역시 남구 삼산로 110 (달동),35.535010719916684,129.31995893362847
근로복지공단 창원병원,경상남도 창원시 성산구 창원대로 721 (중앙동),35.21861866618743,128.6715437456084
근로복지공단대전병원,대전광역시 대덕구 계족로 637 (법동),36.36857686754784,127.42849985514822
근로복지공단동해병원,"강원특별자치도 동해시 하평로 11-  (평릉동, (평릉동))",37.53232311891651,129.1058560226859
근로복지공단순천병원,전라남도 순천시 조례1길 24 (조례동),34.960325022571,127.524525911996
근로복지공단안산병원,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",37.31687107499767,126.87402848671928
근로복지공단인천병원,인천광역시 부평구 무네미로 446 (구산동),37.476349746510174,126.75331590774624
근로복지공단정선병원,강원특별자치도 정선군 정선읍 봉양1길 145,37.3829238141538,128.658420530712
근로복지공단태백병원,강원특별자치도 태백시 보드미길 8 (장성동),37.10404228529155,129.0042870499601
금일마취통증의학과의원,"전라남도 완도군 금일읍 감목길 5, 금일마취통증의학과의원",34.349483798831656,127.0297611902535
기쁨병원,"서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)",37.482713030212,127.018063486739
김제우석병원,전북특별자치도 김제시 서암4길 45 (서암동),35.80673935689978,126.87969956139741
나사렛종합병원,"대구광역시 달서구 월배로 97, 나사렛병원 (진천동)",35.8147002604042,128.525094795643
나은필병원,"충청남도 천안시 동남구 만남로 64, 1층일부,4~9층 (신부동)",36.8191502671463,127.159326385319
나주종합병원,전라남도 나주시 영산로 5419 (성북동),35.036402777777781,126.721436111111117
남양주한양병원,경기도 남양주시 오남읍 양지로 47-55,37.682380941575715,127.2043136287129
노원을지대학교병원,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)",37.636442927386746,127.07000281991385
녹색병원,서울특별시 중랑구 사가정로49길 53 (면목동),37.58362083896108,127.08605546969357
뉴대성병원,"경기도 부천시 원미구 부천로 91, ,부흥로373번길18, 부흥로377(기존디에스병원A동) (심곡동)",37.492016398433044,126.78381841037
단국대학교의과대학부속병원,"충청남도 천안시 동남구 망향로 201 (안서동, 단국대학교의과대학부속병원)",36.84295215169462,127.17327537305154
단양군보건의료원,"충청북도 단양군 단양읍 삼봉로 53, 단양군보건의료원",36.984540593096746,128.36667620351827
담양사랑병원,전라남도 담양군 담양읍 천변7길 19,35.31524596036869,126.98263077003997
당진종합병원,충청남도 당진시 반촌로 5-15 (시곡동),36.90439755063778,126.68435813411776
대구가톨릭대학교병원,대구광역시 남구 두류공원로17길 33 (대명동),35.843065593522674,128.56742621424615
대구가톨릭대학교칠곡가톨릭병원,대구광역시 북구 칠곡중앙대로 440 (읍내동),35.934879518784534,128.54925198548904
대구굿모닝병원,대구광역시 남구 성당로 224 (대명동),35.85296709243215,128.5740666762668
대구의료원,대구광역시 서구 평리로 157 (중리동),35.859623434747526,128.5405609266984
대구파티마병원,대구광역시 동구 아양로 99 (신암동),35.88393360650045,128.62383509209542
대동병원,부산광역시 동래구 충렬대로 187 (명륜동),35.204273174435535,129.08021549527504
대림성모병원,"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)",37.49068925436284,126.90716948025135
대송의료재단무안병원,전라남도 무안군 무안읍 몽탄로 65,34.99175918279295,126.48926066040337
대아의료재단한도병원,경기도 안산시 단원구 선부광장로 103 (선부동),37.334033447174896,126.80765584591039
대자인병원,"전북특별자치도 전주시 덕진구 견훤로 390 (우아동3가,(우아동3가))",35.84599245880299,127.153316348062
대전보훈병원,대전광역시 대덕구 대청로82번길 147 (신탄진동),36.4469365928189,127.43940812262
대전한국병원,대전광역시 동구 동서대로 1672 (성남동),36.34831776122198,127.43575049626224
대전화병원,대전광역시 동구 동대전로 39 (신안동),36.328994974921144,127.43918933617724
대진의료재단분당제생병원,경기도 성남시 분당구 서현로180번길 20 (서현동),37.387871379956906,127.12132819639598
대청병원,"대전광역시 서구 계백로 1322 (정림동, 대청병원)",36.308286328996566,127.37055327992432
더 조은병원,경상남도 고성군 고성읍 동외로 142,34.97372179164495,128.3262148441529
더블유병원,"대구광역시 달서구 달구벌대로 1632, 1634(2~7층) 더블유병원 (감삼동)",35.85264247289801,128.54496871658273
동국대학교의과대학경주병원,경상북도 경주시 동대로 87 (석장동),35.85839884416154,129.19669937927446
동국대학교일산불교병원,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",37.67643677699999,126.8055658392
동남권원자력의학원원자력병원,부산광역시 기장군 장안읍 좌동길 40,35.321418988977406,129.24364922146094
동두천중앙성모병원,경기도 동두천시 동광로 53 (생연동),37.90888404022765,127.05398051509534
동래봉생병원,부산광역시 동래구 안연로109번길 27 (안락동),35.19694647632553,129.0961666077834
동아대학교병원,부산광역시 서구 대신공원로 26 (동대신동3가),35.12000583968841,129.01760368790894
동아병원,광주광역시 남구 대남대로 238 (백운동),35.1347601218069,126.89990593135208
동안산병원,경기도 안산시 상록구 월피로 88 (월피동),37.3356927564414,126.852680642321
드림종합병원,대구광역시 남구 대명로 153 (대명동),35.8396345121582,128.5743546304414
매듭병원,"경기도 수원시 영통구 태장로 68, 매듭병원 (망포동)",37.2389316890871,127.05354381098
메가병원,경상남도 김해시 계동로 237 (대청동),35.19136230343627,128.80394805433366
메디인병원,경기도 파주시 금릉역로 190(금촌동),37.75804616829998,126.7748532614
명주병원,경기도 용인시 처인구 금령로39번길 8-6(김량장동),37.235142740879226,127.2010438256969
명지성모병원,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)",37.4938507104387,126.89925446922592
목포기독병원,전라남도 목포시 백년대로 303 (상동),34.80450726279005,126.4204245807054
목포시의료원,"전라남도 목포시 이로로 18 (용해동, (용해동))",34.80395500792446,126.40538707879497
목포한국병원,전라남도 목포시 영산로 483 (상동),34.8092145829474,126.4163391650001
무주군보건의료원,"전북특별자치도 무주군 무주읍 한풍루로 413, 무주군보건의료원",36.00586316008286,127.67170265153939
무척조은병원,경기도 파주시 문산읍 방촌로 1675-20,37.86396621605936,126.78097787974224
문산중앙병원,"경기도 파주시 문산읍 문향로39번길 53, 문산중앙병원",37.85424810677575,126.78322857702757
미래로21병원,광주광역시 서구 화운로 1 (화정동),35.14102639112141,126.88528864095338
미즈메디병원,서울특별시 강서구 강서로 295 (내발산동),37.55225379358291,126.83602535156236
바른마디병원,경기도 성남시 중원구 광명로 330 (금광동),37.445269636513494,127.16256645920153
바른병원,"경기도 이천시 경충대로 2543, 바른병원 (진리동)",37.27373314023728,127.45038927398872
반도병원,경상남도 진주시 남강로 701 (장대동),35.19175352096591,128.08828232510143
베데스다복음병원,경상남도 양산시 신기로 28 (신기동),35.3532221786617,129.04356811738057
보성아산병원,전라남도 보성군 미력면 가평길 36-17,34.775470518786,127.104284083365
본바른병원,"경상남도 양산시 물금읍 청운로 343, 양산바른빌딩 1층일부, 4층~10층",35.3269948206,129.0152648627
봉화해성병원,경상북도 봉화군 봉화읍 보밑길 3,36.89170700324608,128.73350079244224
부민병원,"서울특별시 강서구 공항대로 389, 부민병원 (등촌동)",37.556940892893586,126.85094950539181
부산광역시의료원,"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",35.187312651309654,129.05917919433943
부산대학교병원,부산광역시 서구 구덕로 179 (아미동1가),35.10105418267188,129.01922207984205
부산성모병원(재단법인 천주교부산교구유지재단),부산광역시 남구 용호로232번길 25-14 (용호동),35.110457328247016,129.10919202844133
부안성모병원,전북특별자치도 부안군 부안읍 오정2길 24,35.724815399252556,126.73452574138332
부천세종병원,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",37.4810049006,126.79116743230001
부천우리병원,"경기도 부천시 오정구 소사로 726, 지하4층~지상5층 (원종동)",37.52438752921628,126.8051855988659
분당서울대학교병원,"경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대학교병원)",37.35202597297615,127.12448354572743
비에스종합병원,인천광역시 강화군 강화읍 충렬사로 31,37.7360530472,126.4857069547
비에이치에스한서병원,부산광역시 수영구 수영로 615 (광안동),35.1610460623,129.1128811328
빌리브세웅병원,부산광역시 동래구 충렬대로 455 (안락동),35.195932829913,129.108211921917
빛가람종합병원,전라남도 나주시 정보화길 49-0 (빛가람동),35.024204844204,126.798747430459
빛고을전남대학교병원,광주광역시 남구 덕남길 80 (덕남동),35.094479626794445,126.89638434544385
사랑의병원,"서울특별시 관악구 남부순환로 1860, -1,1,3,4,5층 (봉천동,  )",37.4796247835746,126.956285774259
산청군보건의료원,경상남도 산청군 산청읍 중앙로 97,35.4160463200281,127.88419591621033
삼성서울병원,"서울특별시 강남구 일원로 81 (일원동, 삼성의료원)",37.48851613490445,127.08668245340024
삼성합천병원,경상남도 합천군 합천읍 대야로 876,35.56635668398722,128.16327169035327
삼육부산병원,부산광역시 서구 대티로 170 (서대신동2가),35.11177720675051,129.01074979097717
삼육서울병원,서울특별시 동대문구 망우로 82 (휘경동),37.587992001305395,127.0653288266823
삼일병원,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",35.8327479530047,128.5538551132049
삼천포제일병원,"경상남도 사천시 중앙로 136, 삼천포제일병원 (벌리동)",34.9375392862,128.0795128117
상무병원,광주광역시 서구 상무자유로 181-7 (치평동),35.15242290709782,126.85391840686486
상주적십자병원,경상북도 상주시 상서문로 53 (남성동),36.414640776098004,128.15560122041242
새금산병원,충청남도 금산군 금산읍 비단로 183,36.10403152848004,127.49620122672218
새통영병원,경상남도 통영시 무전7길 192 (무전동),34.86535758722789,128.4206525557243
서광병원,광주광역시 서구 금화로59번길 6 (금호동),35.132568331498724,126.85552710578938
서산중앙병원,충청남도 서산시 수석산업로 5 (수석동),36.78101237096687,126.50342177166652
서울대학교병원,서울특별시 종로구 대학로 101 (연건동),37.57966608924356,126.99896308412191
서울대학교치과병원,서울특별시 종로구 대학로 101 (연건동),37.5804523853297,126.997196437908
서울산보람병원,"울산광역시 울주군 삼남읍 중평로 53, 서울산보람병원",35.55991148325753,129.12071299840133
서울성심병원,"서울특별시 동대문구 왕산로 259, 서울성심병원 (청량리동)",37.58419129209865,127.04983805981972
서울적십자병원,"서울특별시 종로구 새문안로 9, 적십자병원 (평동)",37.56715536263689,126.96699861289684
서울특별시 동부병원,서울특별시 동대문구 무학로 124 (용두동),37.57539886464885,127.03140257525507
서울특별시보라매병원,서울특별시 동작구 보라매로5길 20 (신대방동),37.4937184009319,126.92404876254014
서울특별시서남병원,서울특별시 양천구 신정이펜1로 20 (신정동),37.51201935883779,126.8331299304024
서울특별시서울의료원,서울특별시 중랑구 신내로 156 (신내동),37.61286931510163,127.0980910949257
서울현대병원,"서울특별시 강북구 도봉로 374 (번동, 서울현대병원)",37.6402559204261,127.028504374531
선한병원,광주광역시 서구 무진대로 975 (광천동),35.161551665649306,126.88702689023857
성가롤로병원,전라남도 순천시 순광로 221 (조례동),34.9634252378637,127.542308899549
성남시의료원,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",37.44498428779224,127.13905704599767
성남중앙병원,경기도 성남시 중원구 산성대로476번길 12 (금광동),37.4528032109466,127.16209535008764
성모윌병원,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)",37.4344473895,127.1282853418
성심의료재단강동성심병원,서울특별시 강동구 성안로 150 (길동),37.53598408220376,127.13526354631517
성심중앙병원,"경기도 평택시 안중읍 안현로서6길 16, 성심중앙병원",36.9840021910249,126.92773248728593
성애의료재단성애병원,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",37.51205044957338,126.92236733617031
성주무강병원,경상북도 성주군 성주읍 성주읍3길 5-3,35.91869489182473,128.28669967111344
세란병원,서울특별시 종로구 통일로 256 (무악동),37.57534016994642,126.9577071892358
세웅병원,부산광역시 금정구 서동로 162 (서동),35.214424760113644,129.10408278932294
세일병원,"부산광역시 동구 중앙대로 317 (초량동, 세일병원)",35.12484866424028,129.0445941872797
세종여주병원,"경기도 여주시 청심로 39, 세종여주병원 (하동)",37.3013258027,127.6267201581
세종충남대학교병원,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",36.5195133641377,127.257942661368
송정사랑병원,"광주광역시 광산구 송도로 232 (송정동, 송정사랑병원)",35.13421179794,126.79736841847565
수원중앙병원,경기도 수원시 권선구 권선로 654 (권선동),37.259913344591446,127.0228408488501
순창군보건의료원,전북특별자치도 순창군 순창읍 교성로 135 (순창군보건의료원),35.36714953529629,127.14386670292174
순천의료재단성남정병원,"경기도 성남시 수정구 수정로 76, 지하3~10층 (수진동)",37.43962497395649,127.12863916535001
순천제일병원,전라남도 순천시 기적의도서관1길 3 (조례동),34.95422459893048,127.52385648056844
순천중앙병원,전라남도 순천시 장명로 5 (장천동),34.95165645129011,127.4844113418781
순천향대학교 부속 서울병원,서울특별시 용산구 대사관로 59 (한남동),37.53384172231443,127.00441798640304
순천향대학교부속구미병원,"경상북도 구미시 1공단로 179 (공단동, (공단동))",36.10286857919866,128.38265476387454
순천향대학교부속부천병원,경기도 부천시 원미구 조마루로 170 (중동),37.49857073407877,126.76238239812001
시영의료재단 영동병원,경상남도 함안군 칠원읍 용산2길 45-13,35.308982637512486,128.51554361153526
신가병원,광주광역시 광산구 목련로 316 (신가동),35.177619444444446,126.829800000000006
신촌연세병원,"서울특별시 마포구 서강로 110, 지2층~6층 (신수동)",37.5525892651719,126.933734666413
씨엠병원,"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)",37.518848328762154,126.90367981067837
아산충무병원,충청남도 아산시 문화로 381 (모종동),36.779292504897654,127.01994885495239
아주대학교병원,경기도 수원시 영통구 월드컵로 164 (원천동),37.2794477573662,127.04752107106702
안동성소병원,경상북도 안동시 서동문로 99 (금곡동),36.56712693337398,128.72245351866203
안성성모병원,경기도 안성시 시장길 58 (서인동),37.00610345894585,127.2708442991513
안은의료재단 부평세림병원,"인천광역시 부평구 부평대로 175 (청천동, 세림병원)",37.50684250997099,126.71994675790395
양산부산대학교병원,경상남도 양산시 물금읍 금오로 20,35.32781996751182,129.00588613550423
양주예쓰병원,경기도 양주시 회정로 103 (덕정동),37.83756356362081,127.06463890111564
양평병원,경기도 양평군 양평읍 중앙로 129,37.493962635485616,127.50347093330032
에스포항병원,"경상북도 포항시 남구 희망대로 352 (이동, 에스포항병원)",36.0348228983,129.3314002552
에이치제이매그놀리아국제병원,경기도 가평군 설악면 미사리로 267-177,37.69104512763415,127.52141322182567
엘병원,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호",37.6487334911668,127.141048740049
여수전남병원,"전라남도 여수시 좌수영로 49 (광무동, 전남병원)",34.74501919502327,127.72808408876027
여수한국병원,전라남도 여수시 여천체육공원길 10 (신기동),34.761243178966986,127.67509537253795
여천전남병원,전라남도 여수시 무선로 95 (선원동),34.76918041182927,127.65404273510529
연세대학교원주세브란스기독병원,강원특별자치도 원주시 일산로 20 (일산동),37.34795543031888,127.9456453098751
연세대학교의과대학 강남세브란스병원,"서울특별시 강남구 언주로 211, 강남세브란스병원 (도곡동)",37.492806984645476,127.04631254186797
연세대학교의과대학세브란스병원,서울특별시 서대문구 연세로 50-1 (신촌동),37.56211711412639,126.94082769649863
연세대학교의과대학용인세브란스병원,경기도 용인시 기흥구 동백죽전대로 363 (중동),37.270775831978774,127.14818862464037
연세새로운병원,경기도 여주시 영릉로 22 (창동),37.289871650589454,127.63287952191527
연세에스병원,경상남도 창원시 진해구 해원로32번길 13 (이동),35.1547321003,128.6983352518
연천군보건의료원,경기도 연천군 전곡읍 은대성로 95,38.02374166666665,127.06124444444444
영광종합병원,"전라남도 영광군 영광읍 와룡로 3,",35.2841836238628,126.498940298383
영남대학교병원,대구광역시 남구 현충로 170 (대명동),35.84750592025217,128.58513118547506
영남대학교의과대학부속영천병원,경상북도 영천시 오수1길 10 (오수동),35.957320739100794,128.91305328332228
영도병원,부산광역시 영도구 태종로 85 (대교동2가),35.09227119620571,129.04053714557975
영암한국병원,전라남도 영암군 영암읍 오리정길 8,34.794341315816496,126.70116990992957
영주기독병원,경상북도 영주시 구성로 380 (영주동),36.82516126894279,128.62114810991983
영주자인병원,경상북도 영주시 대동로31번길 9 (가흥동),36.815947445861305,128.60561041705353
영주적십자병원,"경상북도 영주시 대학로 327-0 (가흥동,영주적십자병원)",36.8252579707,128.6040034927
예산명지병원,충청남도 예산군 예산읍 신례원로 26,36.71373026149238,126.83416958942115
오산한국병원,경기도 오산시 밀머리로1번길 16 (원동),37.14122844920573,127.07533756274843
오창중앙병원,충청북도 청주시 청원구 오창읍 중부로 683,36.70680258158961,127.42965176665307
온누리병원,경기도 안산시 단원구 선부로 201 (선부동),37.34182861904807,126.8175567728982
온누리병원,인천광역시 서구 완정로 199 (왕길동),37.60280557009656,126.65430866269227
완도군노화읍보건지소,"전라남도 완도군 노화읍 노화로 813, 노화보건지소",34.17730585378432,126.57093792042261
완도대성병원,전라남도 완도군 완도읍 청해진동로 63,34.31716999454396,126.73556371420687
우리들병원,서울특별시 강서구 하늘길 70 (과해동),37.56199597494205,126.7963653099318
운암한국병원,광주광역시 북구 북문대로 191 (운암동),35.18513334103592,126.86956982285518
울릉군보건의료원,경상북도 울릉군 울릉읍 울릉순환로 396-18,37.485886024545444,130.89947707708177
울산병원,울산광역시 남구 월평로171번길 13 (신정동),35.54621707569275,129.32309962689618
울산엘리야병원,울산광역시 북구 호계로 285 (호계동),35.62891129475159,129.350630148322
울진군의료원,경상북도 울진군 울진읍 현내항길 71,36.99264955966117,129.40949155236495
원광대학교병원,전북특별자치도 익산시 무왕로 895 (신동),35.9642419612473,126.959306346821
원광대학교산본병원,경기도 군포시 산본로 321 (산본동),37.359787179442414,126.93330716393871
원병원,경기도 남양주시 화도읍 경춘로 1943-16,37.651957172510606,127.30437739416751
원주성모병원,강원특별자치도 원주시 소초면 치악로 2473,37.39364611118348,127.9845808143955
윤서병원,경기도 구리시 건원대로 47 (인창동),37.60519852568096,127.13961137900537
은평연세병원,서울특별시 은평구 연서로 177 (갈현동),37.6146922208583,126.917472218592
의)근원의료재단경산중앙병원,경상북도 경산시 경안로 11 (백천동),35.80882731345708,128.7401572913474
의령병원,경상남도 의령군 의령읍 의병로14길 10,35.31860563079656,128.2586798056445
의료법인 갑을의료재단 갑을녹산병원,부산광역시 강서구 녹산산단321로 24-8 (송정동),35.090573808412124,128.85332092602835
의료법인 거명의료재단 영광기독병원,전라남도 영광군 영광읍 신남로 265,35.274959355007304,126.5108758767997
의료법인 광혜의료재단 광혜병원,"부산광역시 동래구 충렬대로 96 (온천동, 광혜병원)",35.207033333333335,129.071136111111116
의료법인 길의료재단 길병원,"인천광역시 남동구 남동대로774번길 21 (구월동, 가천대학교길병원)",37.45208024654252,126.70916173607195
의료법인 루가의료재단 나은병원,"인천광역시 서구 원적로 23 (가좌동, 원적로 27번길 11(가좌동))",37.4890534064866,126.679450677348
의료법인 문병욱의료재단 진주고려병원,"경상남도 진주시 동진로 2 (칠암동, 진주고려병원)",35.17849131749577,128.09223855742437
의료법인 성념의료재단맑은샘병원,경상남도 거제시 연초면 거제대로 4477,34.89793483097861,128.64371778461182
의료법인 성수의료재단 인천백병원,인천광역시 동구 샛골로 214 (송림동),37.4772581429266,126.648504056866
